商品名,価格,,
焼きもち,￥４００,野菜炒め,￥５００
もちチーズ　,￥４００,肉野菜炒め　　　,￥５７０
じゃがチーズ,￥５００,えのき焼　,￥４５０
じゃがバター,￥４７０,ハンペン焼(大),￥４５０
コーンバター　　,￥４００,ねぎ焼,￥４５０
フランクフルト（2本）,￥４４０,鳥の塩ﾀﾞﾚ風味焼き,￥５２０
ウィンナー焼（5本）,￥４５０,鳥のｶﾚｰ風味焼き　,￥５２０
チョリソー（4本）,￥５８０,鳥のﾆﾝﾆｸ風味焼き,￥５２０
激辛チョリソー（3本),￥５８０,サイコロステーキ,￥６５０
ﾊｯｼｭﾄﾞﾎﾟﾃﾄ(2個) ,￥４００,アサリバター,￥４７０
フレンチポテト,￥２６０,イカバター　,￥６００
焼き鳥もも(3本),￥４２０,ゲソバター　　 ,￥５８０
焼き鳥かわ(3本),￥４２０,カキバター,￥９００
にんにく焼（ネギ・バター入り）,￥５７０,ホタテバター,￥９００
