あさり天,¥６５０,スタミナ天,¥６６０
ウィンナー天,¥５７０,そば天,¥５１０
うめ天,¥５１０,たこ天,¥７００
カレー天,¥５１０,ツナ天,¥５７０
キムチ天,¥５７０,チーズ天,¥７００
切りいか天,¥５７０,納豆天,¥６５０
ギョウザ天,¥５７０,ねぎ天,¥５７０
激辛天,¥６９０,ピザ天,¥９８０
牛天,¥６５０,豚天,¥５７０
ゲソ天,¥６５０,ﾍﾞﾋﾞｰｽﾀｰ天,¥５１０
小柱天,¥６５０,ポパイ天,¥７７０
コーン天,¥５１０,生いか天,¥７００
さくらえび天,¥５７０,生えび天,¥７００
しらす天,¥６５０,明太子天,¥６５０
しょうが天,¥５１０,もち天,¥５１０
シーフード天,¥９２０,福ちゃんｽﾍﾟｼｬﾙ天,\９８０
